calibration_group,method,estimation_stage,J,h2,true_eta0,true_lambda,panel_seed,raw_eta0,selected_lambda,selected_L,eta0_finite,eta0_boundary,objective,converged,causal_correlation,achieved_h2,expected_z_1,expected_z_2,fit_seconds,log_true_centered,log_hat_centered,log_J_centered,log_h2_centered,finite_for_calibration,fold
1000:32,collapsed-R,actual_selection,1000,0.001,20,0.001,32,5.74916441736642,0.01,0,TRUE,interior,4889.66543067912,TRUE,-3.64203470713546e-06,0.001,12.9986768207352,-5.57090014077077,0.497,-3.91202300542815,-5.15870075345155,0,0,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,0.001,20,0.001,32,1,0.001,0,TRUE,interior,4752.73768800599,TRUE,-3.64203470713546e-06,0.001,12.9986768207352,-5.57090014077077,0.497,-3.91202300542815,-6.90775527898214,0,0,TRUE,1
1000:32,AIW-N,actual_selection,1000,0.005,20,0.001,32,11.823602630078,0.01,1,TRUE,interior,4079.53328816144,TRUE,-3.64203470713546e-06,0.005,29.0659249887147,-12.4569114106266,2.267,-3.91202300542815,-4.43765752240479,0,1.6094379124341,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,0.005,20,0.001,32,4.51746625212905,0.001,2,TRUE,interior,3939.00473851068,TRUE,-3.64203470713546e-06,0.005,29.0659249887147,-12.4569114106266,2.267,-3.91202300542815,-5.39980400600083,0,1.6094379124341,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,0.005,20,0.001,32,16.9329156930066,0.01,2,TRUE,interior,4074.00319562116,TRUE,-3.64203470713546e-06,0.005,29.0659249887147,-12.4569114106266,2.267,-3.91202300542815,-4.07849587716879,0,1.6094379124341,TRUE,1
1000:32,collapsed-R,actual_selection,1000,0.005,20,0.001,32,1.51295086906911,0.01,0,TRUE,interior,4073.89340236508,TRUE,-3.64203470713546e-06,0.005,29.0659249887147,-12.4569114106266,0.485999999999999,-3.91202300542815,-6.49369331722854,0,1.6094379124341,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,0.005,20,0.001,32,1,0.001,0,TRUE,interior,3941.64306949128,TRUE,-3.64203470713546e-06,0.005,29.0659249887147,-12.4569114106266,0.485999999999999,-3.91202300542815,-6.90775527898214,0,1.6094379124341,TRUE,1
1000:32,AIW-N,actual_selection,1000,2e-04,50,0.001,32,197.023189998632,0.004,5,TRUE,interior,6309.53661709391,TRUE,6.81419719525367e-07,2e-04,5.81318385319266,2.49136774215763,1.986,-2.99573227355399,-1.624433841443,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,2e-04,50,0.001,32,26.872969392599,0.001,2,TRUE,interior,6270.77383897134,TRUE,6.81419719525367e-07,2e-04,5.81318385319266,2.49136774215763,1.986,-2.99573227355399,-3.61663435287361,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,2e-04,50,0.001,32,128.895376560465,0.004,2,TRUE,interior,6305.90169485198,TRUE,6.81419719525367e-07,2e-04,5.81318385319266,2.49136774215763,1.986,-2.99573227355399,-2.04875423810181,0,-1.6094379124341,TRUE,1
1000:32,collapsed-R,actual_selection,1000,2e-04,50,0.001,32,108.979483576843,0.004,1,TRUE,interior,6301.30633062511,TRUE,6.81419719525367e-07,2e-04,5.81318385319266,2.49136774215763,0.782,-2.99573227355399,-2.21659563853503,0,-1.6094379124341,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,2e-04,50,0.001,32,17.2054825125592,0.001,1,TRUE,interior,6266.66804877957,TRUE,6.81419719525367e-07,2e-04,5.81318385319266,2.49136774215763,0.782,-2.99573227355399,-4.06252719522277,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,actual_selection,1000,0.001,50,0.001,32,74.2721829738009,0.006,1,TRUE,interior,5778.2570332377,TRUE,6.81419719525367e-07,0.001,12.9986742614429,5.57086762841464,2.384,-2.99573227355399,-2.60001878532948,0,0,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,0.001,50,0.001,32,27.2947579625941,0.001,2,TRUE,interior,5699.28237654029,TRUE,6.81419719525367e-07,0.001,12.9986742614429,5.57086762841464,2.384,-2.99573227355399,-3.60106061125085,0,0,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,0.001,50,0.001,32,88.8618560187513,0.006,2,TRUE,interior,5775.74559954973,TRUE,6.81419719525367e-07,0.001,12.9986742614429,5.57086762841464,2.384,-2.99573227355399,-2.42067229469328,0,0,TRUE,1
1000:32,collapsed-R,actual_selection,1000,0.001,50,0.001,32,71.4864094523655,0.006,1,TRUE,interior,5775.05732576732,TRUE,6.81419719525367e-07,0.001,12.9986742614429,5.57086762841464,0.600999999999996,-2.99573227355399,-2.6382479249385,0,0,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,0.001,50,0.001,32,15.8469364867074,0.001,1,TRUE,interior,5698.36995944756,TRUE,6.81419719525367e-07,0.001,12.9986742614429,5.57086762841464,0.600999999999996,-2.99573227355399,-4.14477907893589,0,0,TRUE,1
1000:32,AIW-N,actual_selection,1000,0.005,50,0.001,32,72.8589980444375,0.008,1,TRUE,interior,5018.47023896312,TRUE,6.81419719525367e-07,0.005,29.0659192659633,12.4568387107882,2.287,-2.99573227355399,-2.61922923928824,0,1.6094379124341,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,0.005,50,0.001,32,25.9846126031627,0.001,2,TRUE,interior,4913.9815695504,TRUE,6.81419719525367e-07,0.005,29.0659192659633,12.4568387107882,2.287,-2.99573227355399,-3.65025073911227,0,1.6094379124341,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,0.005,50,0.001,32,84.8047705150279,0.008,2,TRUE,interior,5015.44738306411,TRUE,6.81419719525367e-07,0.005,29.0659192659633,12.4568387107882,2.287,-2.99573227355399,-2.46740348169315,0,1.6094379124341,TRUE,1
1000:32,collapsed-R,actual_selection,1000,0.005,50,0.001,32,58.603024738962,0.008,1,TRUE,interior,5010.81238070835,TRUE,6.81419719525367e-07,0.005,29.0659192659633,12.4568387107882,1.083,-2.99573227355399,-2.83696896702543,0,1.6094379124341,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,0.005,50,0.001,32,3.77438466968963,0.001,0,TRUE,interior,4909.99428503527,TRUE,6.81419719525367e-07,0.005,29.0659192659633,12.4568387107882,1.083,-2.99573227355399,-5.57951791097404,0,1.6094379124341,TRUE,1
1000:32,AIW-N,actual_selection,1000,2e-04,100,0.001,32,81.3952118089935,0.002,4,TRUE,interior,6400.55838598842,TRUE,1.90526147676222e-05,2e-04,5.81319095541921,2.49145796504373,2.549,-2.30258509299405,-2.50843883068912,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,2e-04,100,0.001,32,30.2982289953265,0.001,2,TRUE,interior,6393.03365599604,TRUE,1.90526147676222e-05,2e-04,5.81319095541921,2.49145796504373,2.549,-2.30258509299405,-3.49666601717415,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,2e-04,100,0.001,32,59.3763326575343,0.002,2,TRUE,interior,6397.10526418057,TRUE,1.90526147676222e-05,2e-04,5.81319095541921,2.49145796504373,2.549,-2.30258509299405,-2.82385957212074,0,-1.6094379124341,TRUE,1
1000:32,collapsed-R,actual_selection,1000,2e-04,100,0.001,32,23.9028238769686,0.002,0,TRUE,interior,6389.75613266191,TRUE,1.90526147676222e-05,2e-04,5.81319095541921,2.49145796504373,0.27,-2.30258509299405,-3.73375867317623,0,-1.6094379124341,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,2e-04,100,0.001,32,7.99752653449046,0.001,0,TRUE,interior,6386.68442527868,TRUE,1.90526147676222e-05,2e-04,5.81319095541921,2.49145796504373,0.27,-2.30258509299405,-4.82862296829797,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,actual_selection,1000,0.001,100,0.001,32,46.1114300195749,0.002,1,TRUE,interior,5938.03306679807,TRUE,1.90526147676222e-05,0.001,12.9986901425043,5.57106937292107,2.279,-2.30258509299405,-3.07669442002441,0,0,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,0.001,100,0.001,32,41.1279605366736,0.001,2,TRUE,interior,5921.54678816798,TRUE,1.90526147676222e-05,0.001,12.9986901425043,5.57106937292107,2.279,-2.30258509299405,-3.19106708375396,0,0,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,0.001,100,0.001,32,60.7431205162146,0.002,2,TRUE,interior,5936.62586517031,TRUE,1.90526147676222e-05,0.001,12.9986901425043,5.57106937292107,2.279,-2.30258509299405,-2.80110144570535,0,0,TRUE,1
1000:32,collapsed-R,actual_selection,1000,0.001,100,0.001,32,43.5290815105687,0.002,1,TRUE,interior,5934.42198704966,TRUE,1.90526147676222e-05,0.001,12.9986901425043,5.57106937292107,0.601000000000003,-2.30258509299405,-3.13432602378829,0,0,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,0.001,100,0.001,32,27.1376037221322,0.001,1,TRUE,interior,5919.54118404846,TRUE,1.90526147676222e-05,0.001,12.9986901425043,5.57106937292107,0.601000000000003,-2.30258509299405,-3.60683492168896,0,0,TRUE,1
1000:32,AIW-N,actual_selection,1000,0.005,100,0.001,32,46.0774220406401,0.002,1,TRUE,interior,5174.10185745032,TRUE,1.90526147676222e-05,0.005,29.0659547770961,12.4572898252186,2.966,-2.30258509299405,-3.07743220945811,0,1.6094379124341,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,0.005,100,0.001,32,44.636389825457,0.001,2,TRUE,interior,5150.31986853041,TRUE,1.90526147676222e-05,0.005,29.0659547770961,12.4572898252186,2.966,-2.30258509299405,-3.10920583726513,0,1.6094379124341,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,0.005,100,0.001,32,62.120520993718,0.002,2,TRUE,interior,5173.14469949527,TRUE,1.90526147676222e-05,0.005,29.0659547770961,12.4572898252186,2.966,-2.30258509299405,-2.77867889384503,0,1.6094379124341,TRUE,1
1000:32,collapsed-R,actual_selection,1000,0.005,100,0.001,32,8.87825706878933,0.002,0,TRUE,interior,5156.82893449361,TRUE,1.90526147676222e-05,0.005,29.0659547770961,12.4572898252186,1.38800000000001,-2.30258509299405,-4.72415001727996,0,1.6094379124341,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,0.005,100,0.001,32,4.68866311836848,0.001,0,TRUE,interior,5140.13659661814,TRUE,1.90526147676222e-05,0.005,29.0659547770961,12.4572898252186,1.38800000000001,-2.30258509299405,-5.36260778654663,0,1.6094379124341,TRUE,1
1000:32,AIW-N,actual_selection,1000,2e-04,200,0.001,32,362.662977349849,0.002,5,TRUE,interior,6489.89159983103,TRUE,-1.59866689549632e-05,2e-04,5.81318977012618,-2.49144290793465,2.346,-1.6094379124341,-1.01428131303468,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,2e-04,200,0.001,32,98.2164419911293,0.001,2,TRUE,interior,6462.99385448549,TRUE,-1.59866689549632e-05,2e-04,5.81318977012618,-2.49144290793465,2.346,-1.6094379124341,-2.32058164391896,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,2e-04,200,0.001,32,288.729225379096,0.002,2,TRUE,interior,6486.69266409891,TRUE,-1.59866689549632e-05,2e-04,5.81318977012618,-2.49144290793465,2.346,-1.6094379124341,-1.24226596647349,0,-1.6094379124341,TRUE,1
1000:32,collapsed-R,actual_selection,1000,2e-04,200,0.001,32,266.922664425296,0.002,1,TRUE,interior,6482.79081312279,TRUE,-1.59866689549632e-05,2e-04,5.81318977012618,-2.49144290793465,0.760999999999996,-1.6094379124341,-1.3207963088847,0,-1.6094379124341,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,2e-04,200,0.001,32,83.0629880059133,0.001,1,TRUE,interior,6459.20120982345,TRUE,-1.59866689549632e-05,2e-04,5.81318977012618,-2.49144290793465,0.760999999999996,-1.6094379124341,-2.48815606736069,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,actual_selection,1000,0.001,200,0.001,32,257.27137304044,0.004,2,TRUE,interior,6097.75519674469,TRUE,-1.59866689549632e-05,0.001,12.9986874921085,-5.57103570420163,2.62600000000001,-1.6094379124341,-1.35762382495749,0,0,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,0.001,200,0.001,32,90.7955351599464,0.001,2,TRUE,interior,6064.18843386308,TRUE,-1.59866689549632e-05,0.001,12.9986874921085,-5.57103570420163,2.62600000000001,-1.6094379124341,-2.39914516683117,0,0,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,0.001,200,0.001,32,257.27137304044,0.004,2,TRUE,interior,6097.75519674469,TRUE,-1.59866689549632e-05,0.001,12.9986874921085,-5.57103570420163,2.62600000000001,-1.6094379124341,-1.35762382495749,0,0,TRUE,1
1000:32,collapsed-R,actual_selection,1000,0.001,200,0.001,32,229.245080690393,0.004,1,TRUE,interior,6095.45632566158,TRUE,-1.59866689549632e-05,0.001,12.9986874921085,-5.57103570420163,0.759999999999984,-1.6094379124341,-1.47296362635107,0,0,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,0.001,200,0.001,32,74.1490872778388,0.001,1,TRUE,interior,6062.81602047825,TRUE,-1.59866689549632e-05,0.001,12.9986874921085,-5.57103570420163,0.759999999999984,-1.6094379124341,-2.60167751960627,0,0,TRUE,1
1000:32,AIW-N,actual_selection,1000,0.005,200,0.001,32,197.307950056549,0.004,2,TRUE,interior,5487.07566624716,TRUE,-1.59866689549632e-05,0.005,29.0659488506309,-12.4572145396733,2.376,-1.6094379124341,-1.62298957251017,0,1.6094379124341,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,0.005,200,0.001,32,94.7659448816706,0.001,2,TRUE,interior,5448.48765151134,TRUE,-1.59866689549632e-05,0.005,29.0659488506309,-12.4572145396733,2.376,-1.6094379124341,-2.35634516546615,0,1.6094379124341,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,0.005,200,0.001,32,197.307950056549,0.004,2,TRUE,interior,5487.07566624716,TRUE,-1.59866689549632e-05,0.005,29.0659488506309,-12.4572145396733,2.376,-1.6094379124341,-1.62298957251017,0,1.6094379124341,TRUE,1
1000:32,collapsed-R,actual_selection,1000,0.005,200,0.001,32,155.395208450052,0.004,1,TRUE,interior,5478.79958586084,TRUE,-1.59866689549632e-05,0.005,29.0659488506309,-12.4572145396733,1.901,-1.6094379124341,-1.86178367517871,0,1.6094379124341,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,0.005,200,0.001,32,16.5205143943904,0.001,0,TRUE,interior,5422.24240371929,TRUE,-1.59866689549632e-05,0.005,29.0659488506309,-12.4572145396733,1.901,-1.6094379124341,-4.10315237369911,0,1.6094379124341,TRUE,1
1000:32,AIW-N,actual_selection,1000,2e-04,500,0.001,32,113.565453110315,0.001,5,TRUE,interior,6612.89055714493,TRUE,-3.92505153615548e-07,2e-04,5.81318374150081,-2.49136632325887,2.65199999999999,-0.693147180559945,-2.1753759288903,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,2e-04,500,0.001,32,111.30195704349,0.001,2,TRUE,interior,6612.63301360818,TRUE,-3.92505153615548e-07,2e-04,5.81318374150081,-2.49136632325887,2.65199999999999,-0.693147180559945,-2.19550843735576,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,2e-04,500,0.001,32,111.30195704349,0.001,2,TRUE,interior,6612.63301360818,TRUE,-3.92505153615548e-07,2e-04,5.81318374150081,-2.49136632325887,2.65199999999999,-0.693147180559945,-2.19550843735576,0,-1.6094379124341,TRUE,1
1000:32,collapsed-R,actual_selection,1000,2e-04,500,0.001,32,76.6180156754661,0.001,0,TRUE,interior,6606.04267795726,TRUE,-3.92505153615548e-07,2e-04,5.81318374150081,-2.49136632325887,0.296999999999997,-0.693147180559945,-2.56892303830308,0,-1.6094379124341,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,2e-04,500,0.001,32,76.6180156754661,0.001,0,TRUE,interior,6606.04267795726,TRUE,-3.92505153615548e-07,2e-04,5.81318374150081,-2.49136632325887,0.296999999999997,-0.693147180559945,-2.56892303830308,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,actual_selection,1000,0.001,500,0.001,32,346.78656808418,0.002,5,TRUE,interior,6385.45155012392,TRUE,-3.92505153615548e-07,0.001,12.9986740116924,-5.57086445566055,2.125,-0.693147180559945,-1.05904576584029,0,0,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,0.001,500,0.001,32,158.508070891474,0.001,2,TRUE,interior,6350.98451815931,TRUE,-3.92505153615548e-07,0.001,12.9986740116924,-5.57086445566055,2.125,-0.693147180559945,-1.84194976651026,0,0,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,0.001,500,0.001,32,349.128154480614,0.002,2,TRUE,interior,6384.89344133713,TRUE,-3.92505153615548e-07,0.001,12.9986740116924,-5.57086445566055,2.125,-0.693147180559945,-1.05231621936739,0,0,TRUE,1
1000:32,collapsed-R,actual_selection,1000,0.001,500,0.001,32,349.446725158422,0.002,2,TRUE,interior,6383.2731042045,TRUE,-3.92505153615548e-07,0.001,12.9986740116924,-5.57086445566055,1.89300000000002,-0.693147180559945,-1.05140416051965,0,0,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,0.001,500,0.001,32,114.653304994977,0.001,1,TRUE,interior,6346.37989794738,TRUE,-3.92505153615548e-07,0.001,12.9986740116924,-5.57086445566055,1.89300000000002,-0.693147180559945,-2.16584244327315,0,0,TRUE,1
1000:32,AIW-N,actual_selection,1000,0.005,500,0.001,32,642.215884936178,0.006,2,TRUE,interior,5881.24792762047,TRUE,-3.92505153615548e-07,0.005,29.065918707504,-12.4568316162944,2.39,-0.693147180559945,-0.442830762447055,0,1.6094379124341,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,0.005,500,0.001,32,163.846744303523,0.001,2,TRUE,interior,5763.95900349519,TRUE,-3.92505153615548e-07,0.005,29.065918707504,-12.4568316162944,2.39,-0.693147180559945,-1.80882377401627,0,1.6094379124341,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,0.005,500,0.001,32,642.215884936178,0.006,2,TRUE,interior,5881.24792762047,TRUE,-3.92505153615548e-07,0.005,29.065918707504,-12.4568316162944,2.39,-0.693147180559945,-0.442830762447055,0,1.6094379124341,TRUE,1
1000:32,collapsed-R,actual_selection,1000,0.005,500,0.001,32,638.161503057881,0.006,2,TRUE,interior,5879.6099130653,TRUE,-3.92505153615548e-07,0.005,29.065918707504,-12.4568316162944,1.48799999999999,-0.693147180559945,-0.449163888082612,0,1.6094379124341,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,0.005,500,0.001,32,117.068952155471,0.001,1,TRUE,interior,5753.79275418985,TRUE,-3.92505153615548e-07,0.005,29.065918707504,-12.4568316162944,1.48799999999999,-0.693147180559945,-2.14499218311171,0,1.6094379124341,TRUE,1
1000:32,AIW-N,actual_selection,1000,2e-04,1000,0.001,32,285.315118652813,0.001,5,TRUE,interior,6627.75880007633,TRUE,2.83010417908543e-06,2e-04,5.81318468385661,2.49137829463105,2.30200000000001,0,-1.25416103004329,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,2e-04,1000,0.001,32,186.456460926341,0.001,2,TRUE,interior,6621.90465708027,TRUE,2.83010417908543e-06,2e-04,5.81318468385661,2.49137829463105,2.30200000000001,0,-1.67955752063084,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,2e-04,1000,0.001,32,186.456460926341,0.001,2,TRUE,interior,6621.90465708027,TRUE,2.83010417908543e-06,2e-04,5.81318468385661,2.49137829463105,2.30200000000001,0,-1.67955752063084,0,-1.6094379124341,TRUE,1
1000:32,collapsed-R,actual_selection,1000,2e-04,1000,0.001,32,164.259212946788,0.001,1,TRUE,interior,6617.56181756628,TRUE,2.83010417908543e-06,2e-04,5.81318468385661,2.49137829463105,0.707000000000022,0,-1.80630953219023,0,-1.6094379124341,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,2e-04,1000,0.001,32,164.259212946788,0.001,1,TRUE,interior,6617.56181756628,TRUE,2.83010417908543e-06,2e-04,5.81318468385661,2.49137829463105,0.707000000000022,0,-1.80630953219023,0,-1.6094379124341,TRUE,1
1000:32,AIW-N,actual_selection,1000,0.001,1000,0.001,32,449.159935959838,0.001,5,TRUE,interior,6517.87362746449,TRUE,2.83010417908543e-06,0.001,12.998676118864,5.57089122446252,1.971,0,-0.800376249855425,0,0,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,0.001,1000,0.001,32,381.794175783338,0.001,2,TRUE,interior,6512.56797840574,TRUE,2.83010417908543e-06,0.001,12.998676118864,5.57089122446252,1.971,0,-0.962873622434035,0,0,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,0.001,1000,0.001,32,381.794175783338,0.001,2,TRUE,interior,6512.56797840574,TRUE,2.83010417908543e-06,0.001,12.998676118864,5.57089122446252,1.971,0,-0.962873622434035,0,0,TRUE,1
1000:32,collapsed-R,actual_selection,1000,0.001,1000,0.001,32,385.614943950664,0.001,2,TRUE,interior,6511.15457129938,TRUE,2.83010417908543e-06,0.001,12.998676118864,5.57089122446252,2.31399999999996,0,-0.952915961937929,0,0,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,0.001,1000,0.001,32,385.614943950664,0.001,2,TRUE,interior,6511.15457129938,TRUE,2.83010417908543e-06,0.001,12.998676118864,5.57089122446252,2.31399999999996,0,-0.952915961937929,0,0,TRUE,1
1000:32,AIW-N,actual_selection,1000,0.005,1000,0.001,32,540.839738923189,0.001,2,TRUE,interior,6199.49097585837,TRUE,2.83010417908543e-06,0.005,29.0659234192831,12.4568914731552,2.227,0,-0.614632275216367,0,1.6094379124341,TRUE,1
1000:32,AIW-N,oracle_lambda_oracle_L,1000,0.005,1000,0.001,32,540.839738923189,0.001,2,TRUE,interior,6199.49097585837,TRUE,2.83010417908543e-06,0.005,29.0659234192831,12.4568914731552,2.227,0,-0.614632275216367,0,1.6094379124341,TRUE,1
1000:32,AIW-N,selected_lambda_oracle_L,1000,0.005,1000,0.001,32,540.839738923189,0.001,2,TRUE,interior,6199.49097585837,TRUE,2.83010417908543e-06,0.005,29.0659234192831,12.4568914731552,2.227,0,-0.614632275216367,0,1.6094379124341,TRUE,1
1000:32,collapsed-R,actual_selection,1000,0.005,1000,0.001,32,537.657294908166,0.001,2,TRUE,interior,6197.53810527595,TRUE,2.83010417908543e-06,0.005,29.0659234192831,12.4568914731552,1.50700000000001,0,-0.620533920101935,0,1.6094379124341,TRUE,1
1000:32,collapsed-R,oracle_lambda,1000,0.005,1000,0.001,32,537.657294908166,0.001,2,TRUE,interior,6197.53810527595,TRUE,2.83010417908543e-06,0.005,29.0659234192831,12.4568914731552,1.50700000000001,0,-0.620533920101935,0,1.6094379124341,TRUE,1
100:31,AIW-N,actual_selection,100,2e-04,20,0.001,31,11.0145717758006,0.001,5,TRUE,interior,573.348002100918,TRUE,-0.000190100732077141,2e-04,5.81325708970929,-2.49229794816199,0.372,-3.91202300542815,-4.50853617594286,-2.30258509299405,-1.6094379124341,TRUE,3
100:31,AIW-N,oracle_lambda_oracle_L,100,2e-04,20,0.001,31,10.9692668772933,0.001,2,TRUE,interior,571.644061459405,TRUE,-0.000190100732077141,2e-04,5.81325708970929,-2.49229794816199,0.372,-3.91202300542815,-4.51265783671004,-2.30258509299405,-1.6094379124341,TRUE,3
